tin,year,employees_count
2130011462,2021,1
2130011462,2022,1
2130015731,2018,1
2130015731,2019,1
2130015731,2020,0
2130015731,2021,1
2130015731,2022,1
2130017129,2018,2
2130017129,2019,1
2130017129,2020,1
2130017129,2021,0
2130017129,2022,0
2130020153,2018,1
2130020153,2019,1
2130020474,2018,1
2130020474,2019,1
2130020474,2020,1
2130020474,2021,1
2130020474,2022,1
2130020812,2018,1
2130020812,2019,1
2130022143,2018,1
2130022143,2019,1
2130022143,2020,1
2130022143,2021,1
2130022143,2022,1
2130025200,2018,12
2130025200,2019,10
2130025200,2020,8
2130025200,2021,11
2130025200,2022,13
2130026726,2018,0
2130026726,2019,0
2130034597,2018,1
2130034597,2019,1
2130035054,2018,1
2130036114,2018,1
2130036114,2019,1
2130038591,2018,1
2130038591,2019,1
2130039764,2018,1
2130039764,2019,1
2130039764,2020,1
2130039764,2021,1
2130039764,2022,1
2130040047,2018,1
2130040047,2019,1
2130040590,2018,0
2130040590,2019,0
2130041509,2018,0
2130041509,2019,0
2130042051,2018,1
2130042051,2019,1
2130042051,2020,1
2130042051,2021,1
2130042051,2022,0
2130042291,2018,8
2130042291,2019,7
2130042291,2020,4
2130042291,2021,5
2130042291,2022,6
2130053374,2018,1
2130053374,2019,1
2130053374,2020,0
2130053374,2021,0
2130053374,2022,0
2130055460,2018,0
2130055491,2018,6
2130055491,2019,7
2130055491,2020,6
2130055491,2021,10
2130055491,2022,10
2130058245,2018,1
2130058245,2019,1
2130058245,2020,1
2130058245,2021,1
2130058245,2022,1
2130058990,2018,0
2130060300,2018,1
2130060300,2019,1
2130060300,2020,0
2130060815,2018,1
2130060815,2019,1
2130060815,2020,0
2130060815,2021,0
2130060815,2022,0
2130061939,2018,1
2130061939,2019,1
2130061939,2020,1
2130061939,2021,1
2130061939,2022,1
2130068892,2018,0
2130072627,2018,7
2130072627,2019,7
2130072627,2020,6
2130072627,2021,7
2130072627,2022,6
2130076068,2018,2
2130076068,2019,1
2130076068,2020,1
2130076068,2021,1
2130076068,2022,1
2130076685,2018,1
2130076685,2019,1
2130076685,2020,1
2130076685,2021,1
2130076685,2022,1
2130076886,2018,1
2130076886,2019,1
2130076886,2020,1
2130076886,2021,1
2130076886,2022,1
2130077657,2018,2
2130077657,2019,1
2130077657,2020,1
2130077657,2021,2
2130077657,2022,1
2130082270,2018,1
2130082270,2019,1
2130082270,2020,1
2130082270,2021,1
2130082270,2022,1
2130082390,2018,1
2130082390,2019,1
2130082390,2020,1
2130082390,2021,1
2130082390,2022,1
2130084573,2018,1
2130084573,2019,1
2130084573,2020,1
2130084573,2021,1
2130084573,2022,1
2130085513,2018,1
2130085513,2019,1
2130085513,2020,1
2130085513,2021,1
2130085810,2018,0
2130085810,2019,1
2130085810,2020,1
2130085810,2021,1
2130085810,2022,1
2130088049,2018,1
2130088049,2019,5
2130088049,2020,3
2130088049,2021,3
2130088049,2022,2
2130088465,2018,1
2130088592,2018,1
2130088592,2019,1
2130093592,2018,2
2130093592,2019,2
2130093592,2020,2
2130093592,2021,1
2130093592,2022,1
2130097036,2018,1
2130097036,2019,1
2130097036,2020,2
2130097036,2021,2
2130097967,2018,1
2130097967,2019,1
2130097967,2020,2
2130097967,2021,0
2130097967,2022,0
2130098135,2018,1
2130099153,2018,0
2130099153,2019,0
2130099153,2020,0
2130099153,2021,0
2130099153,2022,0
2130100803,2018,2
2130100803,2019,2
2130100803,2020,2
2130100803,2021,1
2130100803,2022,3
2130100881,2018,0
2130100881,2019,0
2130100881,2020,0
2130100881,2021,1
2130100881,2022,2
2130102198,2018,9
2130102198,2019,10
2130102198,2020,10
2130102198,2021,7
2130102198,2022,7
2130102230,2018,1
2130102230,2019,1
2130104741,2018,2
2130104741,2019,1
2130104741,2020,1
2130104741,2021,1
2130104741,2022,1
2130107037,2018,5
2130107037,2019,5
2130107037,2020,4
2130107037,2021,1
2130107037,2022,1
2130109700,2018,2
2130109700,2019,2
2130109700,2020,2
2130109700,2021,2
2130109700,2022,2
2130110752,2018,4
2130110752,2019,4
2130110752,2020,2
2130110752,2021,3
2130110752,2022,4
2130111330,2018,7
2130111330,2019,4
2130111330,2020,4
2130111330,2022,1
2130113168,2020,0
2130113168,2021,1
2130113168,2022,1
2130114267,2018,1
2130114267,2019,0
2130114267,2020,1
2130114267,2021,1
2130114267,2022,1
2130114965,2018,8
2130116560,2018,0
2130116560,2019,1
2130116560,2020,0
2130116560,2021,0
2130116560,2022,1
2130117317,2018,8
2130117317,2019,7
2130117317,2020,5
2130119160,2018,1
2130119160,2019,1
2130119850,2018,1
2130119850,2019,1
2130119850,2020,1
2130120648,2018,1
2130122042,2018,1
2130122042,2019,1
2130122042,2020,1
2130122042,2021,1
2130123448,2018,0
2130123448,2019,0
2130124160,2018,1
2130124160,2019,1
2130124160,2020,1
2130124160,2021,1
2130124160,2022,1
2130124240,2018,0
2130124240,2019,1
2130124240,2020,1
2130124240,2021,1
2130124240,2022,1
2130126216,2018,0
2130126216,2019,0
2130126216,2020,0
2130126216,2021,1
2130126216,2022,1
2130126826,2018,1
2130126826,2019,1
2130126826,2020,2
2130126826,2021,2
2130126826,2022,1
2130127940,2018,1
2130127940,2019,1
2130127940,2020,1
2130127940,2021,0
2130127940,2022,1
2130128206,2019,0
2130128559,2018,1
2130128559,2019,1
2130128950,2018,1
2130128950,2019,1
2130128950,2020,1
2130128950,2022,1
2130131600,2018,1
2130131600,2019,1
2130133679,2018,1
2130133679,2019,1
2130133679,2020,1
2130133679,2022,1
2130134746,2018,1
2130134746,2019,1
2130134993,2018,3
2130134993,2019,2
2130134993,2020,7
2130134993,2021,5
2130134993,2022,5
2130135002,2018,2
2130135002,2019,2
2130135002,2020,1
2130135002,2021,2
2130135002,2022,3
2130136006,2018,1
2130136006,2019,1
2130136006,2020,1
2130136006,2021,1
2130136006,2022,1
2130137480,2018,4
2130137480,2019,1
2130137480,2020,1
2130139173,2018,1
2130139173,2019,1
2130139173,2020,0
2130139173,2021,1
2130139173,2022,1
2130139568,2018,1
2130139568,2019,2
2130139568,2020,4
2130139568,2021,5
2130139568,2022,19
2130139600,2018,1
2130139600,2019,1
2130139600,2020,1
2130139600,2021,1
2130139600,2022,1
2130139889,2020,0
2130142049,2018,1
2130142049,2019,0
2130144737,2018,3
2130144737,2019,2
2130144737,2020,2
2130144737,2021,2
2130144737,2022,4
2130144751,2018,4
2130144751,2019,4
2130144751,2020,5
2130144751,2021,2
2130144751,2022,1
2130147329,2018,0
2130147329,2019,1
2130147329,2020,4
2130147329,2021,1
2130149950,2018,2
2130149950,2019,2
2130149950,2020,2
2130149950,2021,2
2130149950,2022,2
2130151565,2018,0
2130152689,2018,0
2130152689,2019,0
2130152689,2020,0
2130152689,2021,0
2130152689,2022,0
2130153403,2018,1
2130153403,2019,4
2130153403,2020,6
2130153403,2021,13
2130153403,2022,11
2130154291,2018,1
2130154291,2019,1
2130154936,2018,1
2130154936,2019,1
2130154936,2020,1
2130154936,2021,1
2130155009,2019,1
2130155009,2020,0
2130155009,2021,1
2130155009,2022,1
2130155190,2018,2
2130155190,2019,3
2130155190,2020,3
2130155190,2021,4
2130155190,2022,4
2130156404,2018,1
2130156404,2019,1
2130156404,2020,1
2130156404,2021,1
2130156404,2022,1
2130157567,2018,1
2130157567,2019,1
2130157567,2020,0
2130157630,2018,1
2130157711,2018,1
2130157711,2020,1
2130157711,2021,1
2130157711,2022,1
2130158994,2018,1
2130158994,2019,3
2130158994,2020,3
2130158994,2021,3
2130158994,2022,2
2130160344,2018,1
2130160344,2019,1
2130160344,2020,1
2130160344,2021,2
2130160344,2022,1
2130164109,2018,1
2130164109,2019,1
2130164109,2021,1
2130164109,2022,1
2130165141,2018,1
2130165141,2019,1
2130165141,2020,1
2130165141,2021,1
2130165141,2022,1
2130167075,2018,1
2130167075,2019,0
2130169690,2018,1
2130169690,2019,1
2130169690,2020,1
2130169690,2021,1
2130169690,2022,1
2130170053,2018,1
2130170053,2019,2
2130170053,2021,0
2130171890,2018,1
2130172639,2018,1
2130172639,2019,0
2130172639,2020,0
2130172639,2021,0
2130172639,2022,1
2130176714,2018,1
2130176714,2019,0
2130177877,2018,3
2130177877,2019,4
2130177997,2018,1
2130178990,2018,52
2130178990,2019,0
2130180358,2018,3
2130182549,2018,3
2130182549,2019,3
2130182549,2020,1
2130182549,2021,1
2130182549,2022,1
2130183060,2018,2
2130183060,2019,1
2130183694,2018,1
2130183694,2019,1
2130183694,2020,1
2130183694,2021,1
2130183694,2022,0
2130183937,2018,0
2130183937,2019,1
2130183937,2020,1
2130183937,2021,1
2130183937,2022,1
2130184391,2018,1
2130184401,2018,1
2130185050,2019,1
2130185050,2020,1
2130185050,2021,1
2130185050,2022,1
2130186399,2018,1
2130186399,2019,0
2130186399,2020,1
2130187089,2018,4
2130187089,2019,6
2130187089,2020,5
2130187089,2021,6
2130187089,2022,6
2130188371,2018,1
2130188371,2019,1
2130188371,2020,1
2130188371,2021,1
2130188371,2022,1
2130189223,2018,1
2130189223,2019,1
2130189223,2020,1
2130190010,2018,43
2130190010,2019,67
2130190010,2020,17
2130190010,2021,1
2130190010,2022,1
2130190109,2018,4
2130190109,2019,2
2130190109,2020,2
2130190109,2021,2
2130190109,2022,2
2130190363,2018,0
2130190363,2019,1
2130190363,2020,1
2130190363,2021,1
2130190363,2022,1
2130190532,2018,1
2130190927,2018,1
2130190927,2019,1
2130190927,2020,1
2130190927,2021,1
2130190927,2022,1
2130191134,2019,1
2130191134,2020,1
2130191134,2021,1
2130191134,2022,0
2130191279,2018,1
2130191279,2019,1
2130191279,2020,0
2130191511,2020,0
2130191991,2018,1
2130192120,2018,1
2130192120,2019,1
2130192120,2020,0
2130192120,2021,1
2130192120,2022,1
2130192265,2018,1
2130192265,2019,1
2130192265,2020,1
2130192265,2021,1
2130192265,2022,2
2130193244,2018,1
2130193244,2019,1
2130193244,2020,2
2130193244,2021,2
2130193244,2022,1
2130193526,2018,1
2130193526,2019,1
2130193526,2020,1
2130193526,2021,1
2130193526,2022,1
2130193798,2018,3
2130193798,2019,4
2130193798,2020,4
2130193798,2021,2
2130193798,2022,4
2130193854,2018,1
2130193854,2019,1
2130193854,2020,0
2130193854,2021,0
2130193854,2022,1
2130194287,2018,0
2130194287,2019,1
2130194287,2020,1
2130194287,2021,1
2130194287,2022,0
2130194382,2018,1
2130194382,2019,1
2130194382,2020,1
2130194382,2021,1
2130194382,2022,1
2130194840,2018,1
2130194840,2019,1
2130195932,2018,3
2130195932,2019,2
2130195932,2020,1
2130195932,2021,1
2130195932,2022,2
2130196485,2018,1
2130197104,2018,0
2130197104,2019,0
2130197440,2018,1
2130197440,2019,1
2130197440,2020,1
2130197440,2021,1
2130197440,2022,1
2130197464,2018,1
2130197464,2019,1
2130197464,2020,1
2130197464,2021,1
2130197464,2022,0
2130197859,2018,1
2130198690,2018,1
2130198700,2018,1
2130198725,2018,1
2130198725,2019,1
2130199180,2018,1
2130200163,2018,1
2130200653,2018,1
2130200653,2019,2
2130200653,2020,0
2130200653,2021,0
2130200653,2022,1
2130200727,2018,1
2130200727,2019,1
2130200727,2020,0
2130200727,2021,1
2130200727,2022,1
2130201569,2018,1
2130202266,2019,1
2130202266,2020,0
2130202266,2021,1
2130202629,2018,1
2130203301,2018,1
2130203301,2019,36
2130203301,2020,32
2130203301,2021,2
2130203301,2022,1
2130204288,2018,1
2130206493,2018,1
2130208042,2019,2
2130208042,2020,1
2130208589,2019,1
2130208589,2020,0
2130208589,2021,0
2130208589,2022,0
2130208772,2019,1
2130208772,2020,1
2130208772,2021,1
2130208772,2022,1
2130208780,2020,0
2130208780,2021,1
2130208780,2022,1
2130208910,2019,1
2130210588,2019,4
2130210588,2020,5
2130210588,2022,2
2130210933,2019,1
2130210933,2020,1
2130210933,2021,1
2130210933,2022,1
2130211380,2019,2
2130211380,2020,2
2130211380,2021,0
2130211380,2022,1
2130211623,2019,2
2130211623,2020,1
2130211687,2019,0
2130211687,2020,1
2130211687,2021,3
2130211687,2022,4
2130212835,2019,1
2130212835,2020,0
2130212835,2021,18
2130212835,2022,10
2130213370,2019,1
2130213370,2020,1
2130213370,2021,1
2130213370,2022,1
2130214222,2019,1
2130214222,2020,1
2130214222,2021,1
2130214222,2022,1
2130214590,2019,1
2130214590,2020,1
2130214590,2021,1
2130214590,2022,1
2130214906,2019,0
2130214906,2020,0
2130214906,2021,1
2130214906,2022,2
2130215240,2019,0
2130215240,2020,0
2130215240,2021,1
2130215240,2022,2
2130216156,2020,1
2130216156,2021,1
2130216156,2022,1
2130216893,2020,5
2130216893,2021,11
2130216893,2022,16
2130217880,2020,1
2130217880,2021,1
2130217880,2022,1
2130218139,2020,2
2130218139,2021,3
2130218139,2022,2
2130218298,2020,1
2130218298,2021,1
2130218308,2020,1
2130218308,2021,0
2130218308,2022,1
2130218393,2020,2
2130218393,2021,3
2130218393,2022,4
2130220353,2020,3
2130220353,2021,4
2130220353,2022,5
2130221036,2020,1
2130221036,2021,1
2130221036,2022,1
2130221276,2020,1
2130221276,2021,1
2130221276,2022,1
2130221692,2020,1
2130221692,2021,6
2130221692,2022,5
2130221780,2020,0
2130221780,2021,1
2130221780,2022,0
2130221798,2020,1
2130221798,2021,1
2130221798,2022,1
2130222054,2020,0
2130222054,2021,2
2130222054,2022,2
2130223594,2021,3
2130223594,2022,5
2130224260,2021,3
2130224260,2022,3
2130225016,2021,5
2130225016,2022,4
2130225746,2021,4
2130225746,2022,3
2130226002,2021,0
2130226002,2022,1
2130226838,2021,1
2130226838,2022,2
2130227334,2021,1
2130227334,2022,3
2130227895,2021,1
2130227990,2021,1
2130227990,2022,1
2130228264,2021,0
2130228264,2022,0
2130229148,2022,0
2130230320,2022,1
2130230746,2022,1
2130231309,2022,1
2130232038,2022,1
2130232292,2022,0
2130232775,2022,0
2130232790,2022,1
2130232870,2022,1
2130233659,2022,0
2201010115,2018,1
2201010115,2019,1
2201010115,2020,1
2201010115,2021,1
2201010115,2022,1
2203002705,2018,1
2203002705,2020,1
2203002705,2021,1
2203002705,2022,2
2203003850,2019,1
2203003850,2020,0
2203021708,2018,1
2203021708,2019,1
2203021708,2020,0
2203021708,2021,1
2203021708,2022,0
2203022596,2018,1
2203022596,2019,1
2203022596,2020,1
2203022596,2021,1
2203022596,2022,1
2204015714,2018,1
2204015714,2020,0
2204015714,2021,1
2204019684,2018,4
2204019684,2019,4
2204019684,2020,4
2204019684,2021,4
2204019684,2022,4
2204020295,2018,1
2204020295,2019,1
2204020295,2020,1
2204020295,2021,1
2204021193,2018,2
2204021193,2019,2
2204021193,2020,2
2204021193,2021,2
2204021193,2022,1
2204029690,2018,1
2204029690,2019,1
2204029690,2020,1
2204029690,2021,1
2204029690,2022,1
2204034273,2018,1
2204034650,2018,1
2204034650,2019,1
2204034650,2020,0
2204034650,2021,1
2204034650,2022,1
2204035894,2018,0
2204035894,2019,0
2204035894,2020,0
2204035894,2021,0
2204035894,2022,0
2204037041,2018,1
2204037041,2019,1
2204037041,2020,0
2204037041,2021,1
2204037041,2022,1
2204037901,2018,1
2204037901,2019,1
2204037901,2020,1
2204037901,2021,1
2204037901,2022,1
2204040157,2018,1
2204040157,2019,1
2204040157,2020,1
2204040157,2021,0
2204040157,2022,1
2204041520,2018,2
2204041520,2019,2
2204041520,2020,2
2204041520,2021,1
2204041520,2022,2
2204043084,2018,2
2204043084,2019,1
2204043084,2020,3
2204043084,2021,3
2204043084,2022,1
2204048484,2018,1
2204048484,2019,1
2204048484,2020,0
2204048484,2021,1
2204048484,2022,1
2204049791,2018,3
2204049791,2019,3
2204049791,2020,3
2204049791,2021,3
2204049791,2022,2
2204050229,2018,2
2204050229,2019,2
2204050229,2020,1
2204051085,2018,0
2204054657,2018,0
2204055629,2018,1
2204055629,2019,1
2204057746,2018,0
2204057746,2019,0
2204059662,2018,0
2204060026,2018,1
2204060026,2019,1
2204060026,2020,1
2204060026,2021,0
2204060026,2022,0
2204062545,2018,1
2204062545,2019,0
2204062545,2020,0
2204062545,2021,1
2204062545,2022,0
2204063940,2018,0
2204063940,2019,0
2204063940,2020,1
2204063940,2021,1
2204063940,2022,1
2204064415,2018,1
2204064415,2019,1
2204064415,2020,1
2204064415,2021,1
2204064415,2022,1
2204064750,2018,0
2204064750,2019,0
2204064750,2020,0
2204064750,2021,0
2204064750,2022,0
2204065955,2018,0
2204065955,2019,0
2204065955,2020,0
2204065955,2021,0
2204065955,2022,0
2204067832,2018,4
2204067832,2019,4
2204067832,2020,4
2204067832,2021,4
2204067920,2018,1
2204067920,2019,1
2204068120,2018,4
2204068120,2019,5
2204068120,2020,5
2204068120,2021,7
2204068120,2022,8
2204068441,2018,0
2204068441,2019,0
2204071853,2018,1
2204071853,2019,1
2204071853,2020,1
2204071853,2021,1
2204071853,2022,1
2204072423,2018,1
2204072423,2019,1
2204072423,2020,1
2204072423,2021,1
2204072423,2022,1
2204076361,2018,3
2204076361,2019,2
2204076361,2020,4
2204076361,2021,4
2204076361,2022,2
2204078312,2018,0
2204078312,2019,0
2204078312,2020,0
2204078312,2021,1
2204078312,2022,1
2204079267,2018,2
2204079267,2019,1
2204079267,2020,0
2204079267,2021,0
2204079355,2018,0
2204079355,2019,0
2204079355,2020,1
2204080022,2018,2
2204080022,2019,2
2204080022,2020,2
2204080022,2021,2
2204080022,2022,2
2204080174,2018,1
2204080174,2019,1
2204080174,2020,0
2204080174,2021,1
2204080174,2022,1
2204080657,2018,3
2204080657,2019,3
2204080657,2020,2
2204080657,2021,2
2204080657,2022,2
2204080689,2018,1
2204080689,2019,1
2204080689,2020,0
2204080689,2021,0
2204080689,2022,2
2204080706,2018,2
2204080833,2018,1
2204080833,2019,1
2204080833,2020,1
2204080833,2021,1
2204081280,2018,1
2204081280,2019,1
2204081280,2020,1
2204081280,2021,1
2204081280,2022,0
2204085140,2018,1
2204085140,2019,1
2204085140,2020,0
2204085140,2021,1
2204085140,2022,1
2204085750,2018,1
2204085750,2019,1
2204085750,2020,1
2204085750,2021,1
2204085817,2018,2
2204085817,2019,1
2204085920,2018,1
2204085920,2019,0
2204085983,2018,1
2204085983,2019,1
2204085983,2020,0
2204085983,2021,0
2204087437,2018,0
2204087437,2019,1
2204087437,2020,2
2204088014,2018,3
2204088014,2019,5
2204088014,2020,5
2204089120,2019,2
2204089120,2021,0
2204089120,2022,1
2204090528,2019,1
2204090528,2020,1
2204090528,2021,1
2204090528,2022,1
2204090983,2020,0
2204090983,2021,1
2204091867,2021,0
2204092003,2020,1
2204092003,2021,1
2204092003,2022,1
2204092638,2020,0
2204092638,2021,1
2204092638,2022,1
2204094071,2021,1
2204094071,2022,1
2204094515,2022,1
2204095614,2022,1
2204095759,2022,0
2204095798,2022,2
2204096030,2022,1
2205016693,2019,1
2205016693,2020,0
2205016693,2021,0
2205016693,2022,0
2206005038,2021,1
2206005038,2022,1
2208010918,2018,1
2208010918,2019,1
2208010918,2020,1
2208010918,2021,1
2208010918,2022,1
2208016959,2019,2
2208016959,2020,1
2208016959,2021,0
2208016959,2022,0
2208017448,2018,0
2208020955,2018,0
2208020955,2019,0
2208020955,2020,0
2208022310,2018,1
2208022310,2019,1
2208022310,2020,1
2208022310,2021,1
2208022310,2022,1
2208024519,2018,1
2208024519,2019,1
2208024519,2020,1
2208024519,2021,1
2208024519,2022,1
2208038328,2018,6
2208038328,2019,6
2208038328,2020,6
2208038328,2021,6
2208038328,2022,6
2208045371,2018,0
2208045974,2018,0
2208045974,2019,0
2208045974,2020,2
2208045974,2021,2
2208045974,2022,2
2208052788,2018,1
2208052788,2019,1
2208052788,2020,1
2208052788,2021,1
2208052788,2022,1
2208056782,2018,0
2208056782,2019,0
2208056782,2020,0
2208057377,2019,1
2208057377,2020,0
2208057377,2021,0
2208057377,2022,0
2208057916,2019,0
2208057916,2020,1
2208057916,2021,1
2208057916,2022,1
2209004716,2018,0
2209004716,2019,1
2209004716,2020,0
2209004716,2021,1
2209004716,2022,1
2209025321,2018,0
2209025321,2019,0
2209032270,2018,35
2209032270,2019,75
2209032270,2020,75
2209032270,2021,72
2209032270,2022,71
2209033040,2018,0
2209033040,2019,0
2209033040,2020,0
2209033040,2021,1
2209033040,2022,1
2209037422,2018,7
2209037422,2019,11
2209037422,2020,3
2209037422,2021,3
2209037422,2022,6
2209038426,2018,4
2209038426,2019,4
2209038426,2021,2
2209038426,2022,2
2209039028,2018,1
2209041556,2018,4
2209041556,2019,4
2209041556,2020,4
2209041556,2021,4
2209041556,2022,4
2209043264,2018,1
2209043264,2019,1
2209043264,2020,0
2209043264,2021,0
2209043264,2022,1
2209044300,2018,1
2209044300,2019,1
2209044363,2018,1
2209044363,2019,1
2209044363,2020,1
2209044363,2021,1
2209044363,2022,0
2209045737,2018,2
2209046120,2018,3
2209046120,2019,3
2209046120,2020,3
2209046120,2021,2
2209046120,2022,2
2209046498,2018,1
2209046498,2019,1
2209046498,2020,1
2209046498,2021,1
2209046498,2022,0
2209046970,2018,1
2209046970,2019,1
2209046970,2020,1
2209046970,2021,1
2209047011,2018,2
2209047011,2019,2
2209047011,2020,2
2209047011,2021,2
2209047011,2022,2
2209052290,2022,0
2210010062,2018,1
2210010062,2019,1
2210010062,2020,0
2210010062,2022,1
2221022292,2018,3
2221022292,2019,4
2221022292,2020,3
2221022292,2021,2
2221022292,2022,1
2221026314,2018,3
2221026314,2019,3
2221026314,2020,3
2221026314,2021,3
2221026314,2022,3
2221054390,2018,1
2221054390,2019,0
2221054390,2020,1
2221054390,2021,1
2221054390,2022,1
2221055354,2018,0
2221055354,2019,0
2221056894,2018,0
2221056894,2019,0
2221056894,2020,0
2221056894,2021,0
2221056894,2022,0
2221059535,2019,1
2221059535,2020,1
2221059535,2021,1
2221059535,2022,0
2221063299,2018,1
2221063299,2019,1
2221063299,2020,1
2221066518,2018,1
2221066518,2019,1
2221066518,2020,1
2221066518,2021,1
2221066518,2022,0
2221067014,2018,1
2221067014,2019,1
2221067014,2020,1
2221067014,2021,1
2221067014,2022,1
2221111344,2018,0
2221111344,2019,0
2221111344,2020,0
2221115451,2018,3
2221115451,2019,1
2221120123,2018,2
2221120123,2019,1
2221120123,2020,1
2221120123,2021,1
2221120123,2022,1
2221121409,2018,9
2221121409,2019,8
2221121409,2020,6
2221121409,2021,3
2221121409,2022,4
2221123646,2018,1
2221123646,2019,1
2221123646,2020,1
2221125001,2018,1
2221125001,2019,1
2221125001,2020,1
2221125001,2021,1
2221125001,2022,1
2221127601,2018,0
2221127601,2019,1
2221127601,2020,1
2221127601,2021,1
2221127601,2022,1
2221131252,2018,0
2221136733,2018,2
2221136733,2019,1
2221136733,2020,1
2221136733,2021,1
2221136733,2022,1
2221173862,2018,0
2221173862,2019,0
2221173862,2020,0
2221173862,2021,0
2221173862,2022,0
2221176461,2018,3
2221176461,2019,1
2221176461,2020,1
2221178645,2018,1
2221178645,2019,0
2221178645,2020,0
2221178645,2021,0
2221178645,2022,0
2221182169,2018,0
2221182169,2019,0
2221182169,2020,0
2221182169,2021,1
2221182169,2022,1
2221184014,2018,17
2221184014,2019,18
2221184014,2020,13
2221184014,2021,11
2221184014,2022,9
2221196108,2018,1
2221196108,2019,1
2221196108,2020,1
2221196108,2021,1
2221196108,2022,1
2221196718,2018,0
2221196718,2019,0
2221196718,2020,0
2221196718,2021,0
2221196718,2022,0
2221198779,2018,0
2221198779,2019,1
2221198779,2020,1
2221199099,2018,1
2221199099,2019,1
2221199099,2020,1
2221199099,2021,1
2221199099,2022,1
2221199356,2018,1
2221199356,2019,1
2221199356,2020,1
2221199356,2021,1
2221199356,2022,1
2221206081,2018,2
2221206081,2019,1
2221206081,2020,1
2221206081,2021,1
2221206081,2022,1
2221210659,2018,1
2221211081,2018,1
2221211081,2019,1
2221211081,2020,1
2221211081,2021,1
2221211081,2022,1
2221211885,2018,1
2221211885,2019,1
2221211885,2020,1
2221211885,2021,1
2221211885,2022,1
2221214893,2018,0
2221214967,2018,2
2221214967,2019,2
2221214967,2020,1
2221214967,2021,1
2221215745,2018,1
2221220819,2018,1
2221220819,2019,1
2221220819,2020,0
2221220819,2021,2
2221220819,2022,0
2221221026,2018,1
2221221026,2019,1
2221221259,2018,2
2221221259,2019,1
2221221259,2020,2
2221221259,2021,2
2221221259,2022,2
2221221280,2018,1
2221221280,2019,1
2221221280,2020,0
2221221280,2021,1
2221221280,2022,1
2221221330,2021,0
2221221330,2022,0
2221221795,2018,1
2221221795,2019,1
2221221795,2021,1
2221221795,2022,1
2221221890,2018,5
2221221890,2019,2
2221221890,2020,7
2221221890,2021,7
2221221890,2022,4
2221221996,2018,0
2221221996,2019,0
2221221996,2020,1
2221221996,2021,3
2221221996,2022,5
2221222252,2018,1
2221222252,2019,1
2221222252,2020,1
2221222848,2018,1
2221222848,2019,1
2221222848,2020,1
2221222848,2021,1
2221222848,2022,1
2221223464,2018,2
2221223464,2019,1
2221223464,2020,1
2221223464,2021,1
2221223464,2022,1
2221226955,2018,0
2221226955,2019,0
2221226955,2020,0
2221226955,2021,0
2221226955,2022,0
2221227405,2018,1
2221227405,2019,1
2221227405,2020,1
2221227405,2021,2
2221227405,2022,2
2221229843,2018,1
2221229843,2019,1
2221229843,2020,1
2221229843,2021,1
2221229843,2022,1
2221232324,2019,1
2221233769,2018,1
2221234843,2018,0
2221234843,2019,0
2221235251,2018,2
2221235251,2019,4
2221235251,2020,0
2221235251,2021,0
2221235614,2018,1
2221240491,2018,1
2221240491,2019,0
2221240491,2020,1
2221240491,2021,1
2221240621,2018,1
2221240621,2019,1
2221240621,2020,1
2221244993,2019,0
2221244993,2020,1
2221244993,2021,1
2221244993,2022,1
2221246180,2019,1
2221246180,2020,1
2221246180,2021,1
2221246180,2022,1
2221246197,2019,1
2221246197,2020,1
2221246197,2021,1
2221246197,2022,1
2221247592,2020,1
2221247592,2021,1
2221247592,2022,1
2221248927,2020,0
2221248927,2022,1
2221250789,2020,1
2221250789,2021,1
2221250789,2022,1
2221252909,2021,1
2221252909,2022,1
2221253564,2021,1
2221253564,2022,0
2221254590,2022,0
2221255280,2021,3
2221255280,2022,8
2221255988,2022,1
2221256195,2022,1
2221257047,2022,1
2221258040,2022,1
2222008766,2018,0
2222036361,2018,0
2222036361,2019,0
2222061505,2018,0
2222061505,2019,0
2222061505,2021,0
2222066976,2018,2
2222066976,2020,1
2222066976,2021,2
2222066976,2022,1
2222067000,2018,0
2222067000,2019,1
2222067000,2020,0
2222067440,2018,0
2222067440,2019,1
2222785635,2018,2
2222785635,2019,3
2222785635,2020,3
2222785635,2021,3
2222785635,2022,3
2222788604,2018,11
2222788604,2019,7
2222788604,2020,8
2222793587,2018,2
2222793587,2019,1
2222793587,2020,1
2222793587,2021,1
2222793587,2022,1
2222797430,2018,1
2222797430,2019,1
2222797430,2020,1
2222797430,2021,1
2222797430,2022,1
2222799035,2018,1
2222799035,2019,1
2222799035,2020,0
2222799035,2021,1
2222799035,2022,1
2222799363,2018,0
2222799363,2019,1
2222799638,2018,2
2222799638,2019,2
2222799638,2020,2
2222799638,2021,2
2222799638,2022,2
2222806684,2018,0
2222808040,2018,7
2222808040,2019,5
2222808040,2020,3
2222808040,2021,5
2222808040,2022,6
2222811155,2018,1
2222811155,2019,2
2222811155,2020,5
2222811155,2021,5
2222811155,2022,4
2222819838,2018,0
2222819838,2019,0
2222821763,2018,1
2222821763,2019,3
2222821763,2020,2
2222821763,2021,3
2222821763,2022,3
2222823810,2018,1
2222823810,2019,1
2222823810,2020,1
2222823810,2021,1
2222823810,2022,2
2222823908,2018,1
2222823908,2020,1
2222823908,2021,1
2222823908,2022,1
2222827444,2018,2
2222827444,2019,1
2222827444,2020,1
2222827444,2021,1
2222827444,2022,1
2222827821,2018,1
2222827821,2019,1
2222827821,2021,1
2222829307,2018,0
