tin,year,employees_count
6679125466,2021,1
6679125466,2022,1
6679125730,2020,1
6679127664,2019,0
6679127664,2020,1
6679127664,2021,1
6679127664,2022,1
6679128040,2020,0
6679128040,2021,1
6679128040,2022,1
6679128837,2019,0
6679128837,2020,1
6679128837,2021,2
6679128837,2022,1
6679129608,2019,0
6679129608,2020,0
6679129608,2021,0
6679129608,2022,0
6679129781,2019,1
6679129781,2020,0
6679129781,2021,0
6679129781,2022,0
6679130240,2019,0
6679130240,2020,1
6679130240,2021,1
6679130240,2022,0
6679131290,2020,1
6679131290,2021,1
6679131621,2020,1
6679131621,2021,1
6679131621,2022,1
6679133555,2020,1
6679133555,2021,2
6679133555,2022,2
6679133611,2020,1
6679133611,2022,0
6679134157,2020,2
6679134157,2021,4
6679134157,2022,4
6679134929,2020,1
6679134929,2021,1
6679134929,2022,4
6679135009,2020,0
6679135009,2021,0
6679135009,2022,0
6679136002,2020,0
6679136002,2021,0
6679136002,2022,3
6679136387,2020,1
6679136387,2021,0
6679137687,2020,1
6679137687,2021,0
6679137687,2022,0
6679138641,2020,0
6679138641,2021,0
6679138641,2022,1
6679139571,2021,1
6679139571,2022,5
6679142430,2021,0
6679142430,2022,1
6679142849,2021,2
6679142849,2022,5
6679143715,2021,0
6679143715,2022,0
6679146748,2022,1
6679150455,2022,0
6679156256,2022,1
6680001112,2018,0
6680001112,2019,0
6680001112,2020,0
6680001112,2021,1
6680001112,2022,5
6680002444,2018,4
6680002444,2019,4
6680002444,2020,3
6680002444,2021,3
6680002444,2022,2
6680003374,2018,0
6680003374,2019,0
6680003374,2020,0
6680003374,2021,0
6680003374,2022,0
6680004177,2018,3
6680004177,2019,3
6680004177,2020,2
6680004177,2021,2
6680004177,2022,2
6680004988,2018,2
6680004988,2019,2
6680004988,2020,0
6680006865,2018,1
6680006865,2019,1
6680006865,2020,1
6680006865,2021,1
6680006865,2022,0
6680010237,2022,1
6681001362,2018,3
6681001362,2019,3
6681001362,2020,3
6681001362,2021,3
6681001362,2022,3
6681002599,2018,1
6681002599,2019,1
6681003105,2018,11
6681003105,2019,8
6681003105,2020,0
6681003105,2021,1
6681003105,2022,1
6681003360,2018,1
6681003360,2019,1
6681003360,2020,1
6681003360,2021,1
6681003360,2022,1
6681004638,2018,0
6681004638,2019,0
6681005670,2018,33
6681005670,2019,30
6681005670,2020,24
6681005670,2021,25
6681005670,2022,24
6681007043,2018,1
6681007090,2018,1
6681008199,2018,1
6681008199,2019,1
6681008199,2020,0
6681008777,2018,1
6681008777,2019,0
6681008777,2020,1
6681008777,2021,0
6681008777,2022,0
6681009330,2018,1
6681009330,2019,1
6681009330,2020,2
6681009330,2021,1
6681009330,2022,1
6681009393,2018,219
6681009393,2019,184
6681009393,2020,2
6681009393,2021,0
6681009393,2022,0
6681009467,2018,0
6681009467,2019,0
6681009467,2020,0
6681009467,2021,0
6681009467,2022,0
6681009957,2018,0
6681009957,2019,1
6681009957,2020,0
6681009957,2021,1
6681009957,2022,1
6681010769,2019,3
6681010769,2020,11
6681010769,2021,2
6681010769,2022,0
6681012149,2021,1
6681012149,2022,1
6681012237,2021,0
6681012237,2022,0
6681012808,2022,1
6682000844,2018,2
6682000844,2019,2
6682000844,2020,2
6682000844,2021,2
6682000844,2022,2
6682001767,2018,0
6682001767,2019,0
6682004790,2018,0
6682004790,2019,0
6682004790,2020,1
6682004912,2018,1
6682006300,2018,1
6682006300,2019,1
6682006300,2020,1
6682006300,2021,1
6682006300,2022,1
6682007991,2018,1
6682007991,2019,1
6682007991,2020,1
6682007991,2021,0
6682007991,2022,0
6682011370,2018,0
6682011370,2019,1
6682011370,2020,1
6682011370,2021,1
6682011370,2022,1
6682011395,2018,1
6682011395,2020,1
6682011395,2021,0
6682011395,2022,0
6682011684,2018,1
6682011684,2019,1
6682011684,2020,1
6682011821,2018,1
6682011821,2019,1
6682011821,2020,1
6682011821,2021,1
6682011821,2022,1
6682012127,2018,0
6682012127,2019,0
6682012127,2020,2
6682012127,2021,2
6682012127,2022,2
6682012712,2018,1
6682012712,2019,0
6682012712,2020,1
6682012712,2021,1
6682012712,2022,0
6682013219,2018,1
6682013219,2019,1
6682013219,2020,1
6682013219,2021,1
6682013219,2022,2
6682013466,2018,0
6682013466,2019,1
6682013466,2020,1
6682013466,2021,0
6682013466,2022,1
6682014413,2018,1
6682014413,2019,1
6682014413,2020,1
6682014893,2018,1
6682014893,2019,1
6682014893,2020,0
6682014893,2021,1
6682014893,2022,1
6682015512,2019,1
6682015512,2020,1
6682015512,2021,1
6682015512,2022,1
6682018337,2021,1
6682018337,2022,1
6682018457,2021,1
6683004471,2018,3
6683004471,2019,1
6683004471,2020,0
6683004471,2021,1
6683004471,2022,1
6683005813,2018,1
6683005813,2019,1
6683005813,2020,1
6683005813,2021,3
6683005813,2022,8
6683006006,2018,0
6683006006,2019,0
6683006006,2020,0
6683006006,2021,0
6683006006,2022,0
6683007465,2018,1
6683007465,2019,1
6683007962,2018,0
6683007962,2019,0
6683007962,2020,0
6683007962,2021,0
6683007962,2022,0
6683008211,2018,9
6683008211,2019,13
6683008211,2020,14
6683008211,2021,12
6683008211,2022,9
6683011704,2018,1
6683011704,2019,2
6683011704,2020,0
6683011704,2021,4
6683011704,2022,3
6683014631,2018,3
6683014631,2019,3
6683014631,2020,1
6683015593,2019,0
6683015829,2020,1
6683015829,2021,0
6683015829,2022,0
6684000494,2018,0
6684000494,2019,0
6684000494,2020,0
6684002036,2018,1
6684002036,2020,0
6684005566,2018,1
6684005566,2019,1
6684005566,2020,1
6684005566,2021,1
6684005566,2022,1
6684010728,2018,0
6684010728,2019,0
6684012115,2018,1
6684012203,2018,0
6684012203,2019,0
6684012690,2018,10
6684012690,2019,1
6684012690,2020,1
6684012690,2021,1
6684012690,2022,1
6684015074,2018,0
6684015074,2019,0
6684016832,2018,2
6684016832,2019,2
6684016832,2020,1
6684016832,2021,1
6684016832,2022,1
6684016991,2018,0
6684016991,2020,0
6684016991,2022,1
6684017530,2018,1
6684017530,2019,0
6684017530,2020,0
6684017530,2021,0
6684017530,2022,0
6684021180,2018,3
6684021180,2019,1
6684025900,2018,0
6684025900,2019,0
6684025900,2020,0
6684025900,2021,0
6684025900,2022,2
6684026559,2018,1
6684026559,2019,1
6684026559,2020,1
6684026559,2021,1
6684026559,2022,1
6684027721,2018,3
6684027721,2019,6
6684027721,2020,0
6684028644,2018,1
6684028644,2019,2
6684028644,2020,3
6684028644,2021,3
6684029493,2018,3
6684029493,2019,3
6684029493,2020,1
6684029493,2021,1
6684029493,2022,1
6684032591,2018,1
6684032591,2019,1
6684032591,2020,1
6684032591,2021,1
6684032591,2022,2
6684032810,2018,1
6684032810,2019,2
6684032810,2020,2
6684032810,2021,2
6684032810,2022,1
6684034060,2019,1
6684034060,2020,1
6684034060,2021,1
6684034060,2022,1
6684035137,2019,1
6684035137,2020,1
6684035137,2021,1
6684035137,2022,1
6684035754,2019,0
6684035754,2020,1
6684037261,2020,1
6684037261,2021,1
6684037261,2022,2
6684040842,2022,1
6684041564,2022,0
6685000049,2018,0
6685000049,2019,0
6685000049,2020,0
6685000049,2021,0
6685000049,2022,0
6685003787,2018,1
6685003787,2019,1
6685003787,2020,1
6685003787,2021,1
6685003787,2022,1
6685004149,2018,8
6685004149,2019,6
6685004149,2020,5
6685004149,2021,5
6685004149,2022,5
6685007414,2018,2
6685007414,2019,2
6685007414,2020,2
6685007414,2021,2
6685007414,2022,2
6685010921,2018,1
6685010921,2019,0
6685010921,2020,0
6685011146,2018,1
6685015648,2018,3
6685015648,2019,2
6685015648,2020,1
6685015648,2021,1
6685015648,2022,2
6685016810,2018,2
6685016810,2019,0
6685016810,2020,0
6685016810,2021,0
6685016810,2022,0
6685020285,2018,9
6685020285,2019,13
6685020285,2020,12
6685020285,2021,6
6685020285,2022,5
6685020493,2018,1
6685020493,2019,1
6685031209,2018,3
6685031209,2019,5
6685031209,2020,6
6685031209,2021,6
6685031209,2022,7
6685036060,2018,1
6685036060,2019,1
6685036060,2021,1
6685036060,2022,1
6685037850,2018,1
6685040041,2018,3
6685040098,2018,1
6685040098,2019,1
6685040098,2020,0
6685040098,2021,0
6685041790,2018,0
6685041790,2019,0
6685045410,2018,1
6685045410,2019,1
6685045410,2020,1
6685045410,2021,2
6685045410,2022,4
6685047375,2018,0
6685047375,2019,0
6685047375,2020,0
6685047375,2021,1
6685047390,2018,1
6685047390,2019,1
6685047390,2020,8
6685047390,2021,11
6685047390,2022,12
6685047752,2018,4
6685047752,2019,4
6685047752,2020,3
6685047752,2021,2
6685047752,2022,2
6685050882,2018,1
6685052618,2018,1
6685052618,2019,1
6685052618,2020,0
6685052618,2021,0
6685052618,2022,0
6685053844,2018,1
6685053844,2019,0
6685053844,2020,0
6685053844,2021,0
6685053844,2022,0
6685061362,2018,0
6685063472,2018,1
6685063472,2019,1
6685063472,2020,1
6685063472,2021,1
6685063472,2022,0
6685063715,2018,4
6685063715,2019,4
6685063715,2020,0
6685063715,2021,2
6685063715,2022,2
6685066240,2021,0
6685066240,2022,0
6685075968,2018,5
6685075968,2019,6
6685075968,2020,8
6685075968,2021,8
6685075968,2022,12
6685076224,2018,1
6685076224,2019,0
6685076224,2020,0
6685076224,2021,0
6685076224,2022,1
6685078119,2018,4
6685078119,2019,5
6685078119,2020,3
6685078119,2021,4
6685078119,2022,4
6685080044,2018,5
6685080044,2019,7
6685080044,2020,5
6685080044,2021,5
6685080044,2022,5
6685081496,2018,1
6685081954,2019,1
6685082235,2018,0
6685083246,2018,1
6685083246,2019,1
6685083246,2020,1
6685083246,2021,1
6685083246,2022,1
6685086014,2018,0
6685086014,2019,0
6685086014,2020,0
6685086014,2021,0
6685086014,2022,0
6685086039,2018,1
6685086945,2018,0
6685086945,2019,0
6685087427,2018,2
6685087427,2019,1
6685087427,2020,0
6685088822,2018,0
6685091945,2018,5
6685091945,2019,5
6685091945,2020,6
6685091945,2021,5
6685091945,2022,4
6685092025,2018,1
6685092025,2019,2
6685092025,2020,1
6685092025,2021,2
6685092025,2022,3
6685092071,2018,2
6685092071,2019,2
6685092071,2020,2
6685092071,2021,2
6685092071,2022,2
6685092628,2018,2
6685092628,2019,2
6685092628,2021,0
6685092699,2018,1
6685092699,2019,1
6685092699,2020,1
6685092699,2021,1
6685092699,2022,1
6685092970,2018,75
6685092970,2019,76
6685092970,2020,65
6685092970,2021,55
6685092970,2022,52
6685093276,2018,6
6685093276,2019,7
6685093276,2020,7
6685093276,2021,6
6685093276,2022,5
6685093798,2018,2
6685093798,2019,3
6685093798,2020,2
6685093798,2021,3
6685093798,2022,2
6685093822,2018,1
6685093822,2019,2
6685093822,2020,2
6685093822,2021,1
6685093822,2022,1
6685094248,2018,2
6685094248,2019,2
6685094248,2020,3
6685094248,2021,1
6685094960,2018,1
6685094960,2019,1
6685094960,2020,1
6685094960,2021,1
6685094960,2022,1
6685095668,2018,0
6685095820,2018,0
6685095820,2019,0
6685096478,2018,1
6685099905,2018,68
6685099905,2019,74
6685099905,2020,72
6685099905,2021,66
6685099905,2022,61
6685100195,2018,1
6685100195,2019,0
6685100195,2020,0
6685100195,2021,0
6685100195,2022,0
6685100212,2018,2
6685100212,2019,3
6685100212,2020,0
6685100212,2021,0
6685100212,2022,1
6685100741,2018,9
6685100741,2019,10
6685100741,2020,8
6685100741,2021,7
6685100741,2022,6
6685101618,2018,1
6685101618,2019,1
6685101865,2018,1
6685101865,2019,1
6685101865,2020,1
6685101865,2021,1
6685101865,2022,1
6685102160,2018,5
6685102160,2019,4
6685102160,2020,1
6685102160,2021,1
6685102160,2022,1
6685107024,2018,2
6685107024,2019,2
6685107024,2020,3
6685107024,2021,4
6685107024,2022,2
6685107352,2018,3
6685107352,2019,3
6685107352,2020,0
6685107352,2021,1
6685107352,2022,1
6685109222,2018,2
6685109222,2019,2
6685109222,2020,1
6685109222,2021,1
6685109222,2022,0
6685110098,2018,1
6685110098,2019,1
6685110098,2020,1
6685110098,2021,1
6685110098,2022,1
6685112313,2018,1
6685112313,2019,1
6685112313,2020,1
6685112313,2021,1
6685112313,2022,1
6685112828,2018,5
6685112828,2019,6
6685112828,2020,7
6685112828,2021,7
6685112828,2022,7
6685113476,2018,3
6685113476,2019,3
6685113476,2020,0
6685116886,2018,1
6685116886,2019,1
6685116886,2020,0
6685116886,2021,1
6685117294,2018,1
6685117294,2019,1
6685117294,2020,0
6685117294,2021,1
6685117294,2022,1
6685119848,2020,1
6685119848,2021,1
6685120843,2018,0
6685120843,2019,0
6685120843,2020,0
6685120843,2021,1
6685120843,2022,1
6685120949,2018,3
6685120949,2019,3
6685120949,2020,4
6685120949,2021,4
6685120949,2022,4
6685122304,2018,1
6685125961,2018,2
6685125961,2019,2
6685125961,2020,2
6685125961,2021,2
6685125961,2022,1
6685127790,2018,1
6685127790,2019,1
6685127790,2020,1
6685127790,2021,1
6685127790,2022,2
6685127969,2018,5
6685127969,2019,2
6685127969,2020,3
6685127969,2022,0
6685130295,2018,1
6685130295,2019,1
6685130672,2018,1
6685130672,2019,1
6685130672,2020,0
6685130672,2021,0
6685130672,2022,0
6685131309,2018,0
6685131718,2018,1
6685131718,2019,1
6685131718,2020,0
6685131718,2021,0
6685131718,2022,0
6685132020,2018,1
6685132020,2019,1
6685134684,2019,1
6685134684,2020,1
6685134684,2021,1
6685134684,2022,2
6685135374,2018,1
6685135374,2019,6
6685135374,2020,9
6685135374,2021,5
6685135374,2022,4
6685140617,2018,0
6685140617,2019,0
6685140617,2020,0
6685140617,2021,0
6685140617,2022,0
6685140790,2018,2
6685140790,2019,1
6685140790,2020,1
6685140790,2021,3
6685140790,2022,6
6685141988,2018,0
6685142780,2018,1
6685142780,2019,0
6685142780,2020,0
6685142780,2021,0
6685143248,2018,2
6685143248,2020,0
6685144001,2018,4
6685144001,2019,7
6685144001,2020,5
6685144001,2021,2
6685144001,2022,1
6685144121,2019,76
6685144121,2020,34
6685144121,2021,1
6685145284,2018,1
6685145365,2018,1
6685145365,2019,1
6685145365,2020,1
6685145365,2021,1
6685145365,2022,1
6685146136,2018,0
6685146136,2019,0
6685146136,2020,1
6685146136,2021,0
6685147958,2018,2
6685147958,2019,3
6685147958,2020,4
6685147958,2021,3
6685147958,2022,3
6685148662,2018,1
6685148662,2019,1
6685148662,2020,1
6685148662,2021,2
6685149514,2019,5
6685149514,2020,7
6685149514,2021,8
6685149514,2022,5
6685150284,2018,0
6685150284,2019,1
6685150284,2020,1
6685150284,2021,1
6685150284,2022,1
6685150397,2018,0
6685150397,2019,0
6685150397,2020,1
6685150397,2021,1
6685150397,2022,1
6685150911,2018,0
6685150911,2019,0
6685150911,2020,0
6685150911,2021,1
6685150911,2022,0
6685151513,2018,3
6685151513,2019,3
6685151513,2020,2
6685151513,2021,1
6685151513,2022,2
6685153905,2018,0
6685153905,2019,0
6685153905,2020,0
6685153905,2021,0
6685155067,2018,0
6685155067,2019,1
6685155067,2020,0
6685155067,2021,1
6685155067,2022,1
6685158364,2019,1
6685158364,2020,2
6685158364,2021,3
6685158364,2022,5
6685159142,2019,1
6685159142,2020,1
6685159142,2021,1
6685159142,2022,1
6685159417,2019,1
6685159417,2020,2
6685159417,2021,24
6685159417,2022,9
6685159914,2019,0
6685159914,2020,0
6685159914,2021,0
6685159914,2022,0
6685161046,2019,2
6685161046,2020,3
6685161046,2021,3
6685161046,2022,3
6685161430,2019,1
6685162265,2019,1
6685162265,2020,1
6685162265,2021,1
6685162265,2022,1
6685162988,2019,5
6685162988,2020,2
6685162988,2021,3
6685162988,2022,6
6685163082,2019,1
6685163082,2020,3
6685163082,2021,3
6685163082,2022,3
6685164230,2020,1
6685164262,2019,1
6685164262,2020,1
6685164262,2021,1
6685164262,2022,1
6685164456,2019,3
6685164456,2020,11
6685164456,2021,27
6685164456,2022,67
6685164946,2019,3
6685164946,2020,1
6685164946,2021,4
6685166728,2019,1
6685166728,2020,0
6685166728,2021,1
6685166929,2019,0
6685168186,2019,0
6685168186,2020,0
6685168186,2021,0
6685168186,2022,0
6685169750,2019,1
6685169750,2020,1
6685170280,2019,0
6685170280,2021,1
6685170280,2022,1
6685170918,2020,1
6685170918,2021,1
6685170918,2022,2
6685171439,2020,0
6685171439,2021,1
6685171439,2022,1
6685173387,2020,1
6685173387,2021,2
6685173387,2022,2
6685176050,2020,1
6685176050,2021,5
6685176050,2022,6
6685176525,2021,1
6685176525,2022,1
6685177180,2020,1
6685177180,2021,0
6685177180,2022,1
6685178593,2020,0
6685178593,2021,0
6685178593,2022,3
6685179886,2020,1
6685179886,2021,1
6685179886,2022,1
6685180225,2020,0
6685180225,2021,2
6685180225,2022,3
6685180306,2020,0
6685180306,2021,0
6685180306,2022,2
6685180553,2020,0
6685180553,2021,1
6685180553,2022,1
6685181797,2020,0
6685181797,2021,4
6685181797,2022,5
6685182215,2021,0
6685182215,2022,0
6685183272,2021,1
6685183272,2022,2
6685183360,2021,1
6685183360,2022,1
6685184124,2021,0
6685184124,2022,0
6685184452,2021,0
6685184452,2022,1
6685184685,2021,3
6685184685,2022,4
6685184702,2021,0
6685184702,2022,0
6685185368,2021,0
6685186097,2021,5
6685186097,2022,1
6685186548,2021,0
6685186548,2022,0
6685187943,2021,1
6685187943,2022,1
6685188104,2021,2
6685188104,2022,2
6685192333,2021,0
6685192333,2022,1
6685196673,2022,0
6685197910,2022,2
6685198215,2022,0
6685203747,2022,7
6685204331,2022,1
6685204807,2022,0
6685206191,2022,1
6685206307,2022,0
6686003660,2018,1
6686003660,2019,1
6686003660,2020,1
6686003660,2021,0
6686003660,2022,0
6686007329,2018,3
6686007329,2019,3
6686007329,2020,2
6686007329,2021,2
6686007336,2018,3
6686007336,2019,3
6686007336,2020,2
6686007336,2021,2
6686010762,2018,0
6686013756,2018,13
6686013756,2019,19
6686013756,2020,27
6686013756,2021,26
6686013756,2022,26
6686018909,2018,0
6686018909,2019,0
6686018909,2020,0
6686018909,2021,0
6686022292,2018,1
6686022292,2019,0
6686023514,2018,1
6686023514,2019,1
6686024162,2018,0
6686024162,2019,0
6686024162,2020,0
6686024162,2021,0
6686024162,2022,0
6686025021,2019,0
6686025021,2020,0
6686025021,2022,0
6686031480,2018,0
6686031480,2019,0
6686031480,2020,0
6686031480,2021,0
6686031480,2022,0
6686032237,2018,5
6686032237,2019,4
6686032237,2020,4
6686032237,2021,4
6686032237,2022,5
6686034788,2018,0
6686034812,2018,0
6686034812,2019,0
6686034812,2020,0
6686034812,2021,0
6686034812,2022,1
6686036295,2018,7
6686036295,2019,5
6686036295,2020,3
6686036295,2021,3
6686036295,2022,0
6686036753,2018,0
6686036753,2019,1
6686036753,2020,0
6686036753,2021,0
6686036753,2022,0
6686037891,2018,1
6686037891,2019,1
6686037891,2020,1
6686038133,2018,0
6686038133,2019,0
6686038133,2020,0
6686038133,2021,0
6686038133,2022,1
6686039320,2018,3
6686039320,2019,3
6686039320,2020,0
6686044144,2018,0
6686044144,2019,1
6686044144,2020,1
6686044144,2021,1
6686044144,2022,1
6686046920,2018,0
6686046920,2019,0
6686046920,2020,0
6686046920,2021,0
6686046920,2022,0
6686048244,2018,0
6686048244,2019,0
6686048244,2020,0
6686048244,2021,0
6686048244,2022,1
6686049784,2018,1
6686049784,2019,1
6686050405,2018,1
6686050500,2019,1
6686050500,2020,1
6686050500,2022,1
6686051529,2018,2
6686051529,2019,1
6686051529,2020,1
6686051529,2021,1
6686051529,2022,1
6686051663,2018,1
6686051663,2019,1
6686051663,2020,1
6686051663,2021,1
6686051663,2022,1
6686051871,2018,1
6686051871,2019,1
6686051871,2020,0
6686051871,2021,1
6686051871,2022,1
6686057400,2018,7
6686057400,2019,8
6686057400,2020,8
6686057400,2021,8
6686057400,2022,8
6686058281,2018,4
6686058281,2019,2
6686058281,2020,2
6686058281,2021,2
6686058281,2022,2
6686059768,2018,0
6686059768,2019,0
6686059768,2020,1
6686059768,2021,1
6686059768,2022,1
6686061630,2018,1
6686061630,2019,1
6686061630,2020,1
6686061630,2021,1
6686061630,2022,1
6686061911,2018,1
6686061911,2019,1
6686061911,2020,1
6686061911,2021,1
6686061911,2022,1
6686063316,2018,0
6686063316,2019,0
6686063316,2020,0
6686063316,2021,0
6686063316,2022,0
6686063852,2018,1
6686064253,2018,0
6686064870,2018,5
6686064870,2019,9
6686064870,2020,13
6686064870,2021,17
6686064870,2022,16
6686065881,2018,1
6686065881,2019,1
6686065881,2020,1
6686065881,2021,1
6686065881,2022,1
6686066564,2018,2
6686066564,2019,2
6686066564,2020,0
6686066564,2021,1
6686066564,2022,1
6686066839,2019,1
6686066839,2020,0
6686066839,2021,0
6686066839,2022,0
6686068522,2019,1
6686069438,2018,0
6686069438,2019,0
6686069438,2020,0
6686069438,2021,0
6686069438,2022,2
6686070923,2018,1
6686070923,2019,1
6686070923,2020,1
6686070923,2021,1
6686070923,2022,1
6686071099,2018,3
6686071099,2019,3
6686071099,2020,2
6686071099,2021,3
6686071099,2022,4
6686071589,2018,2
6686071589,2019,2
6686071589,2020,2
6686071589,2021,2
6686071589,2022,2
6686071758,2018,0
6686071758,2019,0
6686071758,2020,1
6686071758,2021,1
6686071758,2022,1
6686074170,2018,10
6686074170,2019,14
6686074170,2020,18
6686074170,2021,13
6686074170,2022,1
6686075777,2018,1
6686075777,2019,1
6686075777,2020,0
6686075777,2021,0
6686075777,2022,1
6686078062,2018,5
6686078062,2019,4
6686078062,2020,4
6686078062,2021,5
6686078062,2022,7
6686078760,2018,1
6686078760,2019,1
6686078760,2020,1
6686078760,2021,1
6686078760,2022,4
6686079490,2018,3
6686079490,2019,3
6686079490,2020,3
6686079490,2021,4
6686079490,2022,3
6686079637,2018,0
6686079637,2019,0
6686079637,2020,0
6686079637,2021,0
6686079740,2018,0
6686080262,2018,0
6686080262,2019,0
6686082044,2018,2
6686082044,2019,1
6686082622,2018,1
6686083880,2018,83
6686083880,2019,62
6686083880,2020,0
6686083880,2021,1
6686083880,2022,1
6686083979,2018,1
6686083979,2019,4
6686083979,2020,4
6686083979,2021,5
6686083979,2022,2
6686084161,2018,2
6686084161,2019,1
6686084161,2020,1
6686084161,2021,1
6686084161,2022,5
6686084235,2018,34
6686084235,2019,34
6686084235,2020,47
6686084235,2021,55
6686084235,2022,50
6686084796,2018,1
6686086627,2018,1
6686086627,2019,1
6686086627,2020,1
6686086627,2021,2
6686086627,2022,2
6686090493,2018,1
6686090493,2019,1
6686090493,2021,1
6686090493,2022,1
6686092490,2018,0
6686092490,2019,0
6686093818,2018,2
6686093818,2019,2
6686093818,2020,2
6686093818,2021,2
6686093818,2022,2
6686094339,2018,2
6686094339,2019,2
6686094339,2020,2
6686094339,2021,2
6686094339,2022,2
6686094480,2018,1
6686094480,2019,1
6686094480,2020,1
6686094480,2021,2
6686094480,2022,2
6686094579,2018,1
6686094579,2019,2
6686094579,2020,2
6686094579,2021,1
6686094579,2022,2
6686096047,2018,0
6686096047,2019,0
6686096047,2020,1
6686096047,2021,0
6686096047,2022,1
6686096086,2018,5
6686096086,2019,3
6686096086,2020,1
6686096086,2021,0
6686097594,2018,1
6686097594,2019,1
6686098220,2018,1
6686098220,2019,1
6686098220,2020,1
6686098220,2021,1
6686098220,2022,1
6686099432,2018,1
6686099432,2019,1
6686099432,2020,1
6686099432,2021,1
6686099432,2022,1
6686100624,2018,1
6686100624,2019,1
6686100624,2020,1
6686100695,2020,0
6686101378,2018,0
6686101770,2018,1
6686102251,2018,1
6686102251,2019,1
6686102251,2020,1
6686103583,2018,1
6686105358,2018,0
6686105358,2019,1
6686105358,2020,1
6686105358,2021,1
6686105358,2022,1
6686105911,2018,0
6686105911,2019,1
6686105911,2020,1
6686105911,2021,0
6686106707,2018,1
6686106707,2019,0
6686106707,2021,1
6686106707,2022,1
6686106954,2018,1
6686107549,2019,1
6686107940,2018,0
6686107940,2019,0
6686109747,2018,1
6686109747,2019,1
6686109747,2020,1
6686109747,2021,1
6686109747,2022,1
6686110904,2018,0
6686110904,2019,0
6686110904,2020,0
6686110904,2021,1
6686110904,2022,3
6686110936,2019,0
6686111111,2018,0
6686111111,2019,0
6686111111,2020,1
6686111111,2021,2
6686111111,2022,2
6686112901,2019,1
6686112901,2020,1
6686112901,2021,1
6686112901,2022,1
6686113052,2019,1
6686113052,2020,1
6686113052,2021,1
6686113052,2022,1
6686113133,2019,0
6686113133,2020,0
6686113133,2021,1
6686113133,2022,1
6686113503,2019,1
6686113503,2020,0
6686113503,2021,2
6686113503,2022,2
6686115853,2020,0
6686115853,2021,0
6686115853,2022,1
6686116303,2019,1
6686116409,2019,1
6686116409,2020,1
6686116409,2021,1
6686116409,2022,1
6686116656,2019,1
6686116656,2020,1
6686116656,2021,2
6686116656,2022,2
6686116977,2019,1
6686116977,2020,0
6686116977,2021,0
6686120187,2019,0
6686120187,2020,0
6686120476,2019,1
6686120476,2021,1
6686120476,2022,1
6686120860,2019,0
6686120860,2020,1
6686120860,2021,1
6686120860,2022,1
6686121254,2020,0
6686121254,2021,0
6686121342,2019,1
6686121342,2020,4
6686121342,2021,4
6686121342,2022,5
6686122201,2020,0
6686122201,2021,0
6686122201,2022,1
6686122346,2020,0
6686122346,2021,0
6686122346,2022,0
6686123396,2020,1
6686123396,2021,1
6686124858,2020,3
6686124858,2021,7
6686125114,2020,0
6686125114,2021,1
6686125114,2022,7
6686126372,2021,1
6686130114,2020,1
6686130114,2021,1
6686130820,2021,1
6686131358,2021,1
6686131358,2022,1
6686135345,2021,0
6686135345,2022,0
6686135426,2021,0
6686135426,2022,0
6686137582,2022,0
6686137832,2021,1
6686137832,2022,1
6686138642,2022,0
6686138995,2022,0
6686140465,2022,0
6686140585,2022,1
6686141130,2022,0
6686143963,2022,2
6704009868,2018,3
6704009868,2019,3
6704009868,2020,3
6704009868,2021,4
6704009868,2022,5
6704010260,2018,3
6704010260,2019,2
6704010260,2020,1
6704010260,2021,1
6704010260,2022,2
6704010743,2018,1
6704010743,2019,1
6704010743,2020,1
6704010743,2021,1
6704010743,2022,0
6712009212,2018,2
6712009212,2019,1
6712009212,2020,1
6712009212,2021,1
6712009212,2022,1
6712010850,2018,5
6712100729,2018,1
6712100729,2019,1
6713016614,2019,0
6713016614,2020,0
6713016614,2021,0
6713016614,2022,0
6714023460,2018,0
6714023460,2019,0
6714028884,2019,0
6714028884,2020,1
6714028884,2021,0
6714028884,2022,0
6714030185,2018,1
6714030185,2019,1
6714030185,2020,0
6714030185,2021,0
6714030185,2022,0
6714030749,2018,1
6714030749,2019,0
6714032873,2018,2
6714032873,2019,1
6714032873,2020,0
6714032873,2021,0
6714032873,2022,0
6714046065,2018,3
6714046065,2019,1
6714046065,2020,2
6714046065,2021,2
6714046065,2022,1
6714048577,2018,1
6714049080,2019,1
6714049080,2020,3
6714049080,2021,1
6714049080,2022,3
6714049556,2019,1
6714049556,2020,1
6714049556,2022,1
6714053961,2022,1
6717004810,2018,1
6717004810,2019,1
6722019731,2018,18
6722019731,2019,21
6722019731,2020,9
6722019731,2021,5
6722019731,2022,3
6722029578,2018,0
6722029578,2019,0
6722030340,2018,5
6722030340,2019,3
6722030340,2020,3
6722030340,2021,3
6722030340,2022,3
6722030559,2018,0
6722030559,2019,0
6722030559,2020,0
6722030559,2021,0
6722030559,2022,0
6722031175,2018,0
6722031175,2019,0
6722031175,2020,1
6722031175,2021,1
6722031175,2022,1
6722034715,2019,0
6722034715,2020,3
6722034715,2021,4
6722034715,2022,5
6722036720,2021,1
6722036720,2022,1
6722037177,2021,1
6722037177,2022,1
6722042579,2018,1
6722042579,2019,0
6722043205,2018,2
6722043205,2019,3
6722043205,2020,0
6722043205,2021,1
6722043205,2022,1
6723010273,2018,0
6723010273,2019,1
6723010273,2020,1
6723010273,2021,1
6723022198,2018,4
6723022198,2019,4
6723022198,2020,3
